city,country,temperature_celsius,feels_like_celsius,humidity_percent,weather_main,weather_description,timestamp_utc,wind_speed_mps,latitude,longitude,load_timestamp_utc
Mumbai,IN,26.58,26.58,84,Clouds,overcast clouds,2025-08-31 19:30:56+00:00,6.66,19.0144,72.8479,2025-08-31 19:43:15
Delhi,IN,24.85,25.66,87,Clouds,overcast clouds,2025-08-31 19:36:42+00:00,2.53,28.6667,77.2167,2025-08-31 19:43:15
Bengaluru,IN,21.29,21.82,90,Clouds,overcast clouds,2025-08-31 19:38:16+00:00,4.78,12.9762,77.6033,2025-08-31 19:43:15
Chennai,IN,26.7,27.96,64,Clouds,overcast clouds,2025-08-31 19:38:25+00:00,5.61,13.0878,80.2785,2025-08-31 19:43:15
Kolkata,IN,27.32,30.69,82,Clouds,overcast clouds,2025-08-31 19:30:49+00:00,1.96,22.5697,88.3697,2025-08-31 19:43:15
Hyderabad,IN,23.63,24.29,86,Clouds,overcast clouds,2025-08-31 19:34:27+00:00,5.6,17.3753,78.4744,2025-08-31 19:43:15
Jaipur,IN,22.76,23.49,92,Clouds,overcast clouds,2025-08-31 19:41:40+00:00,1.55,26.9167,75.8167,2025-08-31 19:43:15
Pune,IN,21.96,22.59,91,Clouds,overcast clouds,2025-08-31 19:36:21+00:00,2.86,18.5196,73.8553,2025-08-31 19:43:15
Ghaziabad,IN,24.67,25.65,94,Clouds,overcast clouds,2025-08-31 19:39:57+00:00,3.14,28.6667,77.4333,2025-08-31 19:43:15
Mumbai,IN,26.83,29.8,85,Clouds,few clouds,2025-09-01 15:18:27+00:00,7.52,19.0144,72.8479,2025-09-01 15:23:32
Delhi,IN,24.28,25.32,98,Clouds,overcast clouds,2025-09-01 15:23:01+00:00,5.53,28.6667,77.2167,2025-09-01 15:23:32
Bengaluru,IN,24.26,24.8,79,Clouds,overcast clouds,2025-09-01 15:23:32+00:00,5.48,12.9762,77.6033,2025-09-01 15:23:32
Chennai,IN,31.1,33.85,55,Clouds,overcast clouds,2025-09-01 15:15:02+00:00,4.72,13.0878,80.2785,2025-09-01 15:23:32
Kolkata,IN,30.56,36.17,69,Clouds,overcast clouds,2025-09-01 15:10:26+00:00,2.44,22.5697,88.3697,2025-09-01 15:23:32
Hyderabad,IN,25.84,26.73,86,Clouds,overcast clouds,2025-09-01 15:13:25+00:00,5.06,17.3753,78.4744,2025-09-01 15:23:32
Jaipur,IN,25.72,26.46,81,Clouds,overcast clouds,2025-09-01 15:19:27+00:00,3.85,26.9167,75.8167,2025-09-01 15:23:32
Pune,IN,22.97,23.86,97,Clouds,overcast clouds,2025-09-01 15:22:29+00:00,3.9,18.5196,73.8553,2025-09-01 15:23:32
Ghaziabad,IN,23.8,24.77,97,Clouds,overcast clouds,2025-09-01 15:23:33+00:00,5.69,28.6667,77.4333,2025-09-01 15:23:32
Mumbai,IN,26.99,30.6,89,Mist,mist,2025-09-01 18:05:03+00:00,6.17,19.0144,72.8479,2025-09-01 18:07:34
Delhi,IN,25.05,26.07,94,Mist,mist,2025-09-01 18:03:26+00:00,3.6,28.6667,77.2167,2025-09-01 18:07:34
Bengaluru,IN,20.66,21.21,93,Clouds,broken clouds,2025-09-01 18:05:14+00:00,3.6,12.9762,77.6033,2025-09-01 18:07:34
Chennai,IN,30.07,37.07,82,Mist,mist,2025-09-01 18:04:55+00:00,4.47,13.0878,80.2785,2025-09-01 18:07:34
Kolkata,IN,24.97,26.13,100,Thunderstorm,thunderstorm with light rain,2025-09-01 18:07:07+00:00,4.12,22.5697,88.3697,2025-09-01 18:07:34
Hyderabad,IN,24.73,25.56,88,Mist,mist,2025-09-01 18:05:03+00:00,5.14,17.3753,78.4744,2025-09-01 18:07:34
Jaipur,IN,24.62,25.75,100,Mist,mist,2025-09-01 18:06:23+00:00,4.12,26.9167,75.8167,2025-09-01 18:07:34
Pune,IN,23.56,24.48,96,Clouds,overcast clouds,2025-09-01 18:05:03+00:00,2.94,18.5196,73.8553,2025-09-01 18:07:34
Ghaziabad,IN,23.22,24.16,98,Clouds,overcast clouds,2025-09-01 18:07:34+00:00,7.04,28.6667,77.4333,2025-09-01 18:07:34
Mumbai,IN,26.99,30.6,89,Clouds,overcast clouds,2025-09-01 18:42:01+00:00,6.17,19.0144,72.8479,2025-09-01 18:45:23
Delhi,IN,25.05,26.07,94,Mist,mist,2025-09-01 18:44:21+00:00,5.14,28.6667,77.2167,2025-09-01 18:45:23
Bengaluru,IN,20.56,21.1,93,Clouds,broken clouds,2025-09-01 18:40:45+00:00,3.6,12.9762,77.6033,2025-09-01 18:45:23
Chennai,IN,29.89,36.89,81,Mist,mist,2025-09-01 18:43:27+00:00,5.81,13.0878,80.2785,2025-09-01 18:45:23
Kolkata,IN,25.97,25.97,100,Thunderstorm,thunderstorm with light rain,2025-09-01 18:45:01+00:00,4.12,22.5697,88.3697,2025-09-01 18:45:23
Hyderabad,IN,24.73,25.56,88,Mist,mist,2025-09-01 18:45:12+00:00,5.14,17.3753,78.4744,2025-09-01 18:45:23
Jaipur,IN,24.62,25.75,100,Mist,mist,2025-09-01 18:45:04+00:00,4.12,26.9167,75.8167,2025-09-01 18:45:23
Pune,IN,23.56,24.48,96,Clouds,overcast clouds,2025-09-01 18:45:21+00:00,3.17,18.5196,73.8553,2025-09-01 18:45:23
Ghaziabad,IN,23.66,24.59,96,Clouds,overcast clouds,2025-09-01 18:45:00+00:00,6.51,28.6667,77.4333,2025-09-01 18:45:23
Mumbai,IN,26.99,30.6,89,Mist,mist,2025-09-01 19:23:14+00:00,6.17,19.0144,72.8479,2025-09-01 19:23:15
Delhi,IN,25.05,26.07,94,Clouds,overcast clouds,2025-09-01 19:22:16+00:00,6.17,28.6667,77.2167,2025-09-01 19:23:15
Bengaluru,IN,20.22,20.73,93,Clouds,scattered clouds,2025-09-01 19:21:27+00:00,3.6,12.9762,77.6033,2025-09-01 19:23:15
Chennai,IN,29.35,36.35,83,Mist,mist,2025-09-01 19:20:55+00:00,5.81,13.0878,80.2785,2025-09-01 19:23:15
Kolkata,IN,25.97,25.97,94,Thunderstorm,thunderstorm with light rain,2025-09-01 19:23:15+00:00,5.14,22.5697,88.3697,2025-09-01 19:23:15
Hyderabad,IN,24.73,25.56,88,Mist,mist,2025-09-01 19:20:14+00:00,5.14,17.3753,78.4744,2025-09-01 19:23:15
Jaipur,IN,24.62,25.75,100,Clouds,overcast clouds,2025-09-01 19:22:25+00:00,3.09,26.9167,75.8167,2025-09-01 19:23:15
Pune,IN,23.56,24.53,98,Clouds,overcast clouds,2025-09-01 19:23:15+00:00,3.17,18.5196,73.8553,2025-09-01 19:23:15
Ghaziabad,IN,23.66,24.59,96,Clouds,overcast clouds,2025-09-01 19:23:15+00:00,6.51,28.6667,77.4333,2025-09-01 19:23:15
Mumbai,IN,26.99,30.6,89,Mist,mist,2025-09-01 20:30:56+00:00,7.2,19.0144,72.8479,2025-09-01 20:32:07
Delhi,IN,25.05,26.07,94,Rain,moderate rain,2025-09-01 20:29:41+00:00,4.12,28.6667,77.2167,2025-09-01 20:32:07
Bengaluru,IN,19.85,20.32,93,Clouds,scattered clouds,2025-09-01 20:32:07+00:00,4.12,12.9762,77.6033,2025-09-01 20:32:07
Chennai,IN,28.66,34.21,82,Mist,mist,2025-09-01 20:30:10+00:00,5.81,13.0878,80.2785,2025-09-01 20:32:07
Kolkata,IN,25.97,25.97,94,Rain,heavy intensity rain,2025-09-01 20:32:07+00:00,1.54,22.5697,88.3697,2025-09-01 20:32:07
Hyderabad,IN,23.73,24.46,88,Mist,mist,2025-09-01 20:30:14+00:00,6.17,17.3753,78.4744,2025-09-01 20:32:07
Jaipur,IN,24.62,25.75,100,Clouds,overcast clouds,2025-09-01 20:32:07+00:00,2.57,26.9167,75.8167,2025-09-01 20:32:07
Pune,IN,23.56,24.53,98,Clouds,overcast clouds,2025-09-01 20:30:18+00:00,3.43,18.5196,73.8553,2025-09-01 20:32:07
Ghaziabad,IN,23.76,24.7,96,Rain,light rain,2025-09-01 20:32:07+00:00,6.35,28.6667,77.4333,2025-09-01 20:32:07
Mumbai,IN,26.99,30.6,89,Mist,mist,2025-09-01 21:23:38+00:00,5.14,19.0144,72.8479,2025-09-01 21:26:51
Delhi,IN,25.05,26.07,94,Mist,mist,2025-09-01 21:26:50+00:00,4.63,28.6667,77.2167,2025-09-01 21:26:51
Bengaluru,IN,19.72,20.18,93,Clouds,scattered clouds,2025-09-01 21:24:56+00:00,4.12,12.9762,77.6033,2025-09-01 21:26:51
Chennai,IN,28.33,33.29,82,Mist,mist,2025-09-01 21:23:57+00:00,5.14,13.0878,80.2785,2025-09-01 21:26:51
Kolkata,IN,25.97,25.97,100,Rain,moderate rain,2025-09-01 21:26:50+00:00,2.57,22.5697,88.3697,2025-09-01 21:26:51
Hyderabad,IN,23.73,24.46,88,Mist,mist,2025-09-01 21:25:33+00:00,5.14,17.3753,78.4744,2025-09-01 21:26:51
Jaipur,IN,24.62,25.75,100,Rain,moderate rain,2025-09-01 21:26:41+00:00,2.57,26.9167,75.8167,2025-09-01 21:26:51
Pune,IN,23.56,24.53,98,Clouds,overcast clouds,2025-09-01 21:25:11+00:00,3.43,18.5196,73.8553,2025-09-01 21:26:51
Ghaziabad,IN,23.76,24.7,96,Rain,light rain,2025-09-01 21:26:51+00:00,6.35,28.6667,77.4333,2025-09-01 21:26:51
Mumbai,IN,26.99,30.6,89,Mist,mist,2025-09-01 22:32:58+00:00,6.17,19.0144,72.8479,2025-09-01 22:33:34
Delhi,IN,25.05,26.22,100,Mist,mist,2025-09-01 22:33:33+00:00,4.63,28.6667,77.2167,2025-09-01 22:33:34
Bengaluru,IN,19.72,20.18,93,Clouds,scattered clouds,2025-09-01 22:30:14+00:00,4.12,12.9762,77.6033,2025-09-01 22:33:34
Chennai,IN,28.08,32.46,81,Mist,mist,2025-09-01 22:31:30+00:00,6.71,13.0878,80.2785,2025-09-01 22:33:34
Kolkata,IN,25.97,25.97,100,Rain,light rain,2025-09-01 22:32:24+00:00,2.57,22.5697,88.3697,2025-09-01 22:33:34
Hyderabad,IN,23.73,24.46,88,Mist,mist,2025-09-01 22:30:00+00:00,7.2,17.3753,78.4744,2025-09-01 22:33:34
Jaipur,IN,24.62,25.59,94,Thunderstorm,thunderstorm with light rain,2025-09-01 22:30:03+00:00,3.6,26.9167,75.8167,2025-09-01 22:33:34
Pune,IN,23.56,24.5,97,Clouds,overcast clouds,2025-09-01 22:33:34+00:00,3.04,18.5196,73.8553,2025-09-01 22:33:34
Ghaziabad,IN,23.59,24.49,95,Clouds,overcast clouds,2025-09-01 22:33:34+00:00,6.41,28.6667,77.4333,2025-09-01 22:33:34
Mumbai,IN,26.99,30.6,89,Mist,mist,2025-09-01 23:25:09+00:00,5.66,19.0144,72.8479,2025-09-01 23:28:42
Delhi,IN,25.05,26.07,94,Mist,mist,2025-09-01 23:26:39+00:00,4.12,28.6667,77.2167,2025-09-01 23:28:42
Bengaluru,IN,19.72,20.18,93,Clouds,broken clouds,2025-09-01 23:28:42+00:00,5.14,12.9762,77.6033,2025-09-01 23:28:42
Chennai,IN,28.07,32.43,81,Mist,mist,2025-09-01 23:26:12+00:00,6.71,13.0878,80.2785,2025-09-01 23:28:42
Kolkata,IN,25.97,25.97,100,Haze,haze,2025-09-01 23:28:42+00:00,1.54,22.5697,88.3697,2025-09-01 23:28:42
Hyderabad,IN,23.73,24.46,88,Mist,mist,2025-09-01 23:27:46+00:00,7.2,17.3753,78.4744,2025-09-01 23:28:42
Jaipur,IN,24.62,25.59,94,Thunderstorm,light thunderstorm,2025-09-01 23:28:42+00:00,2.57,26.9167,75.8167,2025-09-01 23:28:42
Pune,IN,23.56,24.53,98,Clouds,overcast clouds,2025-09-01 23:28:42+00:00,3.04,18.5196,73.8553,2025-09-01 23:28:42
Ghaziabad,IN,23.59,24.49,95,Clouds,overcast clouds,2025-09-01 23:28:42+00:00,6.41,28.6667,77.4333,2025-09-01 23:28:42
Mumbai,IN,26.99,30.6,89,Clouds,broken clouds,2025-09-02 03:13:43+00:00,5.14,19.0144,72.8479,2025-09-02 03:18:01
Delhi,IN,26.05,26.05,94,Mist,mist,2025-09-02 03:13:42+00:00,5.66,28.6667,77.2167,2025-09-02 03:18:01
Bengaluru,IN,21.12,21.59,88,Clouds,broken clouds,2025-09-02 03:18:01+00:00,6.17,12.9762,77.6033,2025-09-02 03:18:01
Chennai,IN,28.65,33.59,79,Clouds,broken clouds,2025-09-02 03:15:31+00:00,6.71,13.0878,80.2785,2025-09-02 03:18:01
Kolkata,IN,27.97,33.48,89,Haze,haze,2025-09-02 03:18:01+00:00,4.63,22.5697,88.3697,2025-09-02 03:18:01
Hyderabad,IN,25.23,25.85,78,Mist,mist,2025-09-02 03:15:26+00:00,7.2,17.3753,78.4744,2025-09-02 03:18:01
Jaipur,IN,25.62,26.56,89,Mist,mist,2025-09-02 03:18:01+00:00,5.66,26.9167,75.8167,2025-09-02 03:18:01
Pune,IN,25.22,26.23,93,Clouds,overcast clouds,2025-09-02 03:17:42+00:00,3.12,18.5196,73.8553,2025-09-02 03:18:01
Ghaziabad,IN,24.14,24.96,90,Clouds,overcast clouds,2025-09-02 03:18:01+00:00,6.49,28.6667,77.4333,2025-09-02 03:18:01
Mumbai,IN,26.99,30.6,89,Clouds,broken clouds,2025-09-02 04:36:41+00:00,4.12,19.0144,72.8479,2025-09-02 04:41:19
Delhi,IN,28.05,32.71,83,Mist,mist,2025-09-02 04:40:55+00:00,5.14,28.6667,77.2167,2025-09-02 04:41:19
Bengaluru,IN,23.25,23.8,83,Clouds,scattered clouds,2025-09-02 04:27:04+00:00,4.63,12.9762,77.6033,2025-09-02 04:41:19
Chennai,IN,29.67,35.65,76,Clouds,broken clouds,2025-09-02 04:41:19+00:00,7.15,13.0878,80.2785,2025-09-02 04:41:19
Kolkata,IN,27.97,33.48,89,Haze,haze,2025-09-02 04:41:19+00:00,5.66,22.5697,88.3697,2025-09-02 04:41:19
Hyderabad,IN,25.73,26.4,78,Clouds,broken clouds,2025-09-02 04:41:19+00:00,7.72,17.3753,78.4744,2025-09-02 04:41:19
Jaipur,IN,25.62,26.69,94,Mist,mist,2025-09-02 04:41:19+00:00,3.6,26.9167,75.8167,2025-09-02 04:41:19
Pune,IN,24.67,25.75,98,Clouds,overcast clouds,2025-09-02 04:41:19+00:00,3.15,18.5196,73.8553,2025-09-02 04:41:19
Ghaziabad,IN,25.75,26.6,85,Clouds,overcast clouds,2025-09-02 04:41:19+00:00,6.76,28.6667,77.4333,2025-09-02 04:41:19
Mumbai,IN,28.99,35.61,84,Mist,mist,2025-09-02 05:38:06+00:00,5.66,19.0144,72.8479,2025-09-02 05:38:07
Delhi,IN,29.05,34.66,79,Mist,mist,2025-09-02 05:36:25+00:00,5.14,28.6667,77.2167,2025-09-02 05:38:07
Bengaluru,IN,24.69,25.15,74,Clouds,scattered clouds,2025-09-02 05:35:15+00:00,4.63,12.9762,77.6033,2025-09-02 05:38:07
Chennai,IN,31.44,38.44,72,Clouds,scattered clouds,2025-09-02 05:34:25+00:00,6.17,13.0878,80.2785,2025-09-02 05:38:07
Kolkata,IN,29.97,36.97,79,Haze,haze,2025-09-02 05:36:04+00:00,4.63,22.5697,88.3697,2025-09-02 05:38:07
Hyderabad,IN,26.73,28.62,73,Clouds,broken clouds,2025-09-02 05:35:02+00:00,7.2,17.3753,78.4744,2025-09-02 05:38:07
Jaipur,IN,27.62,31.57,83,Mist,mist,2025-09-02 05:35:03+00:00,4.12,26.9167,75.8167,2025-09-02 05:38:07
Pune,IN,24.67,25.7,96,Clouds,overcast clouds,2025-09-02 05:38:07+00:00,3.1,18.5196,73.8553,2025-09-02 05:38:07
Ghaziabad,IN,25.03,25.86,87,Clouds,overcast clouds,2025-09-02 05:38:07+00:00,6.34,28.6667,77.4333,2025-09-02 05:38:07
